"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
4,0,4,0,0,6262390.5,82333
4,5,9,0,0,5487694,6667
4,10,14,10,0,4978537,4821
4,15,19,26,17,4461340.5,9606
4,20,24,37,23,3760628,14310
4,25,29,38,25,2978129.5,11973
4,30,34,55,34,2257658,9325
4,35,39,54,35,1781754.5,8222
4,40,44,74,43,1493048.5,8393
4,45,49,93,55,1207970,8975
4,50,54,114,76,939972,9685
4,55,59,133,88,713488.5,10690
4,60,64,144,92,533714,12005
4,65,69,137,85,380974.5,13272
4,70,74,117,76,275289.5,15301
4,75,79,78,53,156394.5,13942
4,80,84,37,26,72297.5,10317
4,85,999,16,11,28217.5,6724
8,0,4,0,0,150467,292
8,5,9,0,0,162111.5,15
8,10,14,0,0,168847.5,20
8,15,19,0,0,202065.5,40
8,20,24,1,0,231327.5,65
8,25,29,4,0,237097.5,82
8,30,34,6,0,196992,92
8,35,39,9,0,169912,106
8,40,44,16,2,161557,138
8,45,49,22,6,174928.5,258
8,50,54,35,12,190549.5,519
8,55,59,63,22,204554,1019
8,60,64,77,35,182317,1652
8,65,69,74,46,144393.5,2236
8,70,74,68,49,111047,2954
8,75,79,58,48,90489,4189
8,80,84,50,40,58949,4553
8,85,999,39,32,36278.5,6182
12,0,4,0,0,4922012,23228
12,5,9,0,0,4468744,1650
12,10,14,3,0,3622676.5,1212
12,15,19,13,23,2929658.5,1482
12,20,24,39,42,3052729,1988
12,25,29,65,22,3493493.5,2341
12,30,34,116,16,3672284.5,2990
12,35,39,241,53,3499502,4300
12,40,44,399,133,2949387.5,5246
12,45,49,542,226,2496963,6110
12,50,54,740,335,2103416.5,7532
12,55,59,972,434,1668415.5,8837
12,60,64,1072,501,1325671,12268
12,65,69,1092,574,1014080,15808
12,70,74,894,561,629281,18250
12,75,79,649,509,427314,21781
12,80,84,492,471,271314.5,24301
12,85,999,418,480,158425.5,28302
24,0,4,0,0,5712179.5,93413
24,5,9,0,0,4904969,8577
24,10,14,26,0,4079659,5123
24,15,19,9,0,3297663,6141
24,20,24,16,10,2759096.5,7401
24,25,29,22,12,2416565,7869
24,30,34,70,45,2081006,8308
24,35,39,75,34,1695596.5,8645
24,40,44,75,38,1353768,8860
24,45,49,62,51,1082978.5,9234
24,50,54,98,69,896188.5,10485
24,55,59,94,60,714541.5,11465
24,60,64,90,53,525949.5,12496
24,65,69,87,65,354510.5,12640
24,70,74,30,19,230842.5,12897
24,75,79,25,29,143063,12369
24,80,84,11,14,73415,9703
24,85,999,15,13,31596.5,6908
31,0,4,0,0,797745,3032
31,5,9,0,0,913553.5,218
31,10,14,1,1,786890.5,253
31,15,19,4,0,653138.5,413
31,20,24,5,2,750195.5,753
31,25,29,8,3,915381.5,1008
31,30,34,15,6,934202.5,1281
31,35,39,41,16,806597,1489
31,40,44,68,31,665818,1731
31,45,49,125,59,625955.5,2335
31,50,54,203,119,647836.5,3710
31,55,59,253,120,629464.5,5785
31,60,64,335,160,467344,6832
31,65,69,275,138,278263,6312
31,70,74,169,101,141579.5,5823
31,75,79,92,62,95083.5,6978
31,80,84,83,64,83876.5,9661
31,85,999,64,52,39828,8255
32,0,4,0,0,3539430,7623
32,5,9,0,0,3650252.5,472
32,10,14,0,1,3522191,557
32,15,19,16,4,3477146.5,1288
32,20,24,119,11,3511087,2049
32,25,29,48,57,3484733.5,2531
32,30,34,60,36,3281324.5,2891
32,35,39,166,64,3190806.5,3917
32,40,44,404,143,3036421,5858
32,45,49,731,256,2600145.5,8181
32,50,54,1084,396,2268193,11662
32,55,59,1535,621,2090510.5,16352
32,60,64,1960,875,1902530.5,23049
32,65,69,2255,1115,1640462.5,31698
32,70,74,2331,1303,1331680,42502
32,75,79,2044,1342,957006.5,46391
32,80,84,1539,1182,633819,46143
32,85,999,1571,1394,627780,86874
36,0,4,0,0,1568711,1087
36,5,9,0,0,1614330,116
36,10,14,69,0,1553285.5,142
36,15,19,66,0,1493456.5,476
36,20,24,88,2,1744187.5,888
36,25,29,150,13,1910822,1024
36,30,34,234,29,1898185,1142
36,35,39,359,35,1783918.5,1501
36,40,44,476,54,1603335,2021
36,45,49,687,93,1676567,3210
36,50,54,949,158,1539995.5,4018
36,55,59,1300,247,1541599,6262
36,60,64,1754,360,1388888,8625
36,65,69,2082,475,1225297,11280
36,70,74,2409,626,1057444,15713
36,75,79,2317,911,734887.5,18906
36,80,84,1862,1035,506147,23827
36,85,999,2286,1677,516114,66736
40,0,4,0,0,435518,318
40,5,9,0,0,422776.5,31
40,10,14,3,0,422640.5,41
40,15,19,4,0,438432.5,116
40,20,24,6,0,524263.5,184
40,25,29,12,0,602563,239
40,30,34,29,3,605419.5,320
40,35,39,52,5,605157.5,396
40,40,44,89,13,565547,566
40,45,49,146,26,632516.5,1091
40,50,54,271,63,713500.5,1866
40,55,59,426,117,676179,3017
40,60,64,531,160,554443,4092
40,65,69,576,216,448211.5,5517
40,70,74,627,314,389531,7462
40,75,79,603,375,385056.5,11433
40,80,84,644,489,232150,12064
40,85,999,520,482,226033.5,34756
44,0,4,0,0,24025.5,111
44,5,9,0,0,26984,43
44,10,14,0,0,32932,33
44,15,19,0,0,33501.5,36
44,20,24,1,0,34388,53
44,25,29,0,0,33973.5,73
44,30,34,0,0,29781,86
44,35,39,0,0,29494.5,115
44,40,44,5,0,29290.5,142
44,45,49,5,3,29973,186
44,50,54,7,5,26566.5,233
44,55,59,9,8,23928,287
44,60,64,13,10,17484.5,282
44,65,69,12,11,11739,295
44,70,74,13,9,8322,269
44,75,79,13,7,5922,299
44,80,84,8,7,3584.5,278
44,85,999,10,4,2667,385
48,0,4,0,0,105256.5,143
48,5,9,0,0,102991.5,10
48,10,14,0,0,91610,9
48,15,19,0,0,79427.5,18
48,20,24,2,0,104950.5,30
48,25,29,1,1,170123,50
48,30,34,3,1,210320,73
48,35,39,6,2,179912,90
48,40,44,5,3,134453,110
48,45,49,9,1,100554,149
48,50,54,20,6,76982,205
48,55,59,22,7,56664,263
48,60,64,29,12,36893,294
48,65,69,25,10,20406,280
48,70,74,14,8,10514,255
48,75,79,10,5,6499,287
48,80,84,7,5,4166,328
48,85,999,4,4,2466.5,415
50,0,4,0,0,14628789.5,93137
50,5,9,0,0,14790539,6552
50,10,14,3,1,16191685.5,6213
50,15,19,30,17,16843468.5,12200
50,20,24,134,71,15740515,14456
50,25,29,187,121,14551720.5,14310
50,30,34,295,170,13390655.5,19445
50,35,39,307,156,12045792.5,22234
50,40,44,423,203,10425867,26650
50,45,49,520,310,9161647,35153
50,50,54,639,397,7486313.5,42244
50,55,59,724,454,6152197,51073
50,60,64,663,395,5096544,71789
50,65,69,503,296,3684887,81269
50,70,74,432,257,2402060,96382
50,75,79,388,262,1575539,102066
50,80,84,265,188,876000.5,90126
50,85,999,210,159,472001,89629
51,0,4,0,0,198062,426
51,5,9,0,0,202708,16
51,10,14,0,0,171937,18
51,15,19,0,0,159973.5,42
51,20,24,3,0,182816.5,71
51,25,29,0,1,257908.5,135
51,30,34,7,1,252568.5,210
51,35,39,1,4,201605.5,258
51,40,44,2,1,157286,346
51,45,49,14,6,147960.5,523
51,50,54,38,16,158476,884
51,55,59,97,34,206387,1859
51,60,64,205,69,183756.5,2694
51,65,69,241,92,128546,2948
51,70,74,194,95,71673.5,2621
51,75,79,112,62,51319,3289
51,80,84,112,68,54004.5,5113
51,85,999,101,68,33613,5918
52,0,4,0,0,15153,39
52,5,9,0,0,16045.5,0
52,10,14,0,0,18127,5
52,15,19,0,0,18828,10
52,20,24,0,0,18097.5,12
52,25,29,1,0,18976.5,16
52,30,34,0,0,18280.5,27
52,35,39,0,0,18936.5,33
52,40,44,2,0,18733.5,39
52,45,49,8,1,20019.5,71
52,50,54,13,5,19689.5,98
52,55,59,13,9,20122,133
52,60,64,18,14,18197,147
52,65,69,16,12,14352,217
52,70,74,24,17,10925,205
52,75,79,20,17,7526,314
52,80,84,17,13,4895.5,484
52,85,999,16,14,3275,644
56,0,4,0,0,612587,487
56,5,9,0,0,666072.5,46
56,10,14,6,0,663669.5,55
56,15,19,6,0,635320,144
56,20,24,11,0,672541.5,227
56,25,29,19,0,748455.5,305
56,30,34,27,4,745306.5,406
56,35,39,51,4,755017.5,579
56,40,44,102,15,736233.5,856
56,45,49,188,35,775156.5,1452
56,50,54,374,76,797920.5,2396
56,55,59,642,140,796121,3669
56,60,64,942,212,717803,5648
56,65,69,1128,314,620186,7483
56,70,74,1228,470,539917.5,10221
56,75,79,1145,546,374599.5,11312
56,80,84,921,569,320995,16973
56,85,999,1159,849,332665.5,46861
64,0,4,0,0,54713,289
64,5,9,0,0,64112.5,31
64,10,14,0,0,67691.5,28
64,15,19,0,0,72596.5,53
64,20,24,0,0,74843.5,78
64,25,29,0,0,83023,94
64,30,34,0,0,74844.5,100
64,35,39,1,1,61321.5,106
64,40,44,1,1,49046,124
64,45,49,2,1,38034,156
64,50,54,2,1,32943.5,214
64,55,59,4,2,26232.5,277
64,60,64,4,2,22392.5,378
64,65,69,4,3,16754,462
64,70,74,4,4,11888,550
64,75,79,4,3,8437,647
64,80,84,2,1,5099,655
64,85,999,2,1,3486.5,841
68,0,4,0,0,1269555,9956
68,5,9,0,0,1250583.5,1087
68,10,14,0,0,1214252.5,831
68,15,19,0,0,1156808.5,1498
68,20,24,2,0,1102747,1885
68,25,29,4,0,1040408,1851
68,30,34,7,2,923525.5,1925
68,35,39,12,0,786458,2175
68,40,44,24,17,677623,2651
68,45,49,46,32,575133,3365
68,50,54,58,31,480922,4291
68,55,59,83,39,399377,5432
68,60,64,90,42,312690.5,6695
68,65,69,107,66,230980.5,7834
68,70,74,110,76,170965,9438
68,75,79,70,58,105320,9336
68,80,84,43,35,53153.5,7377
68,85,999,45,34,26812,6337
70,0,4,0,0,159503,178
70,5,9,0,0,170793,10
70,10,14,0,0,171813,12
70,15,19,0,0,177718.5,20
70,20,24,2,0,213400.5,37
70,25,29,2,0,209150,44
70,30,34,3,1,236461,67
70,35,39,16,3,240877,110
70,40,44,38,10,234854,201
70,45,49,72,19,229568,398
70,50,54,115,38,242030,864
70,55,59,184,76,256451.5,1767
70,60,64,274,147,239011.5,3088
70,65,69,369,204,209444.5,4725
70,70,74,333,197,138138,5122
70,75,79,193,137,97494.5,6346
70,80,84,152,132,81267.5,8148
70,85,999,102,122,52736,10251
72,0,4,0,0,294844.5,2883
72,5,9,0,0,280350,270
72,10,14,0,0,259999.5,206
72,15,19,0,0,233361,328
72,20,24,0,0,220633.5,474
72,25,29,3,1,223336.5,619
72,30,34,4,2,218271.5,786
72,35,39,8,3,197199,949
72,40,44,13,8,155178,996
72,45,49,9,1,113669,988
72,50,54,9,3,91035,1092
72,55,59,9,2,71252.5,1170
72,60,64,10,5,53898,1289
72,65,69,8,6,37161,1300
72,70,74,7,7,22199,1147
72,75,79,6,6,14237,1091
72,80,84,3,3,8091.5,898
72,85,999,0,0,4985,935
76,0,4,0,0,14594015,43501
76,5,9,0,0,14796395.5,3899
76,10,14,28,4,15391348.5,3775
76,15,19,50,13,16349984,8326
76,20,24,171,50,17174678.5,15642
76,25,29,410,96,17097456.5,19692
76,30,34,343,333,17552085.5,25317
76,35,39,924,337,17215260.5,32261
76,40,44,1945,621,15420001.5,40532
76,45,49,3150,1106,13748095.5,49731
76,50,54,4693,1749,12626508,67298
76,55,59,6488,2599,11429834.5,87630
76,60,64,7638,3351,9336478,111984
76,65,69,8022,3806,7262004,136503
76,70,74,7789,3892,5047779,156582
76,75,79,6741,3683,3493305,172725
76,80,84,5568,3313,2106852,190876
76,85,999,6158,3931,1140796.5,225162
84,0,4,0,0,38777,93
84,5,9,0,0,37225.5,6
84,10,14,0,0,38279.5,7
84,15,19,0,0,39426,14
84,20,24,0,0,38330,24
84,25,29,0,0,36038.5,40
84,30,34,0,0,31755,52
84,35,39,1,1,27174,58
84,40,44,0,0,23143,69
84,45,49,0,0,20376,92
84,50,54,3,1,16641.5,116
84,55,59,3,3,13686,156
84,60,64,4,4,10104.5,173
84,65,69,2,2,7124,180
84,70,74,2,2,4646.5,180
84,75,79,1,1,3027.5,168
84,80,84,3,3,1931.5,172
84,85,999,2,2,1409,229
90,0,4,0,0,99614.5,414
90,5,9,0,0,90396,63
90,10,14,0,0,78523,46
90,15,19,0,0,69086.5,70
90,20,24,0,0,60218.5,85
90,25,29,0,0,51342.5,80
90,30,34,0,0,45198.5,81
90,35,39,0,0,39936,92
90,40,44,2,1,34427,112
90,45,49,1,0,29820,149
90,50,54,3,0,23391,181
90,55,59,0,0,17374,210
90,60,64,3,1,12280,232
90,65,69,3,6,9165.5,282
90,70,74,3,0,6738,340
90,75,79,2,2,4132.5,341
90,80,84,0,0,2127.5,287
90,85,999,2,1,1222,305
96,0,4,0,0,33349.5,72
96,5,9,0,0,34323,8
96,10,14,0,0,32780,8
96,15,19,0,0,34592,23
96,20,24,0,0,34317,30
96,25,29,0,0,35399.5,32
96,30,34,1,0,39331.5,44
96,35,39,4,2,38609,58
96,40,44,9,3,35261,80
96,45,49,13,3,32277.5,117
96,50,54,20,7,27105,156
96,55,59,22,8,22010,200
96,60,64,24,11,16184,232
96,65,69,22,9,10383,234
96,70,74,15,9,5636,205
96,75,79,10,8,3438.5,210
96,80,84,7,8,1915,191
96,85,999,6,9,1137,219
100,0,4,0,0,320987,417
100,5,9,0,0,337857,50
100,10,14,1,0,332886.5,66
100,15,19,1,0,318987.5,158
100,20,24,1,0,304183,189
100,25,29,4,0,406964.5,285
100,30,34,8,3,480526,443
100,35,39,19,8,488929.5,797
100,40,44,44,22,544024,1316
100,45,49,120,56,516491,2241
100,50,54,229,102,472617.5,3166
100,55,59,382,167,492424.5,5342
100,60,64,654,273,487624,8099
100,65,69,921,393,467874,11084
100,70,74,1023,503,417464.5,14035
100,75,79,814,482,288105.5,15303
100,80,84,508,382,214167,19879
100,85,999,357,368,160419,31932
104,0,4,0,0,4511518,42572
104,5,9,0,0,4430368,4942
104,10,14,0,0,4522615,4109
104,15,19,48,0,4622658.5,6863
104,20,24,61,7,4489440,9562
104,25,29,97,27,4399512.5,10150
104,30,34,83,44,4250490,11231
104,35,39,130,59,4074165.5,13500
104,40,44,230,102,3683019.5,16443
104,45,49,366,163,3342626.5,21299
104,50,54,564,261,2948942.5,27603
104,55,59,660,320,2461296,34344
104,60,64,765,403,1982784,42356
104,65,69,822,507,1463432,48719
104,70,74,710,505,895357,47792
104,75,79,491,397,537814.5,46594
104,80,84,321,288,287428,40276
104,85,999,204,199,136744.5,33078
108,0,4,0,0,2053874.5,24428
108,5,9,0,0,1955694,7343
108,10,14,1,0,1584231.5,3505
108,15,19,1,0,1175181.5,3424
108,20,24,4,2,926544.5,3695
108,25,29,12,7,876920,3832
108,30,34,16,9,829715,3971
108,35,39,17,13,709894,3834
108,40,44,22,12,495355.5,3267
108,45,49,27,14,349073.5,2769
108,50,54,32,20,257604.5,2793
108,55,59,42,32,201531.5,2919
108,60,64,54,44,169152,3680
108,65,69,52,45,131856.5,4416
108,70,74,35,32,78016.5,4163
108,75,79,22,22,47839,4031
108,80,84,13,13,22866,3059
108,85,999,9,9,9488,2134
112,0,4,0,0,532771,303
112,5,9,0,0,576874,37
112,10,14,0,0,516802,43
112,15,19,1,0,473174.5,102
112,20,24,5,1,459171,209
112,25,29,7,1,614624,397
112,30,34,17,5,791825.5,867
112,35,39,40,18,768463.5,1421
112,40,44,88,12,691064,2215
112,45,49,165,53,651124.5,3254
112,50,54,305,120,619521,4771
112,55,59,562,231,713731.5,8379
112,60,64,1003,422,696117.5,12996
112,65,69,1247,536,546473.5,15183
112,70,74,1156,536,378605,15896
112,75,79,634,342,240380,15595
112,80,84,528,346,231496,22218
112,85,999,402,347,171752.5,30275
116,0,4,0,0,1646251,8835
116,5,9,0,0,1636304,1943
116,10,14,0,0,1567312,1332
116,15,19,1,0,1423895.5,2096
116,20,24,3,1,1314042,2754
116,25,29,12,4,1436092.5,3250
116,30,34,30,15,1424537.5,3511
116,35,39,76,35,1216006.5,3372
116,40,44,94,47,679485.5,2496
116,45,49,105,48,900755,4249
116,50,54,177,85,854107,6099
116,55,59,222,106,729976.5,7009
116,60,64,225,117,566042.5,8462
116,65,69,235,139,359943,8641
116,70,74,221,153,213206,8429
116,75,79,159,128,131661,8719
116,80,84,101,93,70960.5,7835
116,85,999,65,64,37168,7513
120,0,4,0,0,4193160.5,68745
120,5,9,0,0,3644803.5,6512
120,10,14,2,0,3198703.5,4190
120,15,19,2,0,2712479.5,5464
120,20,24,23,14,2328927,6965
120,25,29,33,19,2081514.5,7688
120,30,34,30,18,1783814,8096
120,35,39,48,27,1456222.5,8409
120,40,44,72,39,1138496,8359
120,45,49,96,60,904374,8589
120,50,54,119,75,705023.5,9068
120,55,59,132,84,532799.5,9277
120,60,64,119,80,390597.5,9948
120,65,69,94,68,277272,10385
120,70,74,69,53,200336,11294
120,75,79,43,39,128567,10818
120,80,84,24,22,68672.5,8718
120,85,999,10,10,36578,7935
124,0,4,0,0,1929478,1842
124,5,9,0,0,2037639,156
124,10,14,16,0,2030557,199
124,15,19,22,1,2107041.5,696
124,20,24,24,4,2465235.5,1288
124,25,29,56,16,2615139,1694
124,30,34,163,46,2602952,2011
124,35,39,343,90,2574338,2418
124,40,44,563,151,2419699,2926
124,45,49,856,225,2395577,4269
124,50,54,1292,339,2506762,7076
124,55,59,2008,521,2740617.5,12316
124,60,64,2859,738,2508334.5,17439
124,65,69,3325,880,2097665.5,22631
124,70,74,3508,894,1705501.5,29160
124,75,79,3215,1640,1163689.5,32482
124,80,84,2496,2160,788281,38706
124,85,999,2979,3816,834077,106693
132,0,4,0,0,51615,151
132,5,9,0,0,53119,14
132,10,14,0,0,53728.5,15
132,15,19,0,0,53514.5,21
132,20,24,0,0,57664.5,40
132,25,29,0,0,58817.5,56
132,30,34,1,0,51937.5,67
132,35,39,0,0,42790,88
132,40,44,4,0,33010,91
132,45,49,1,1,27124.5,108
132,50,54,5,1,25465.5,150
132,55,59,6,0,21787.5,176
132,60,64,4,0,15865,175
132,65,69,4,0,9889,151
132,70,74,1,2,5761,154
132,75,79,1,2,5441.5,247
132,80,84,0,3,5272.5,493
132,85,999,1,4,4227.5,781
140,0,4,0,0,930961,22770
140,5,9,0,0,847038,2137
140,10,14,5,0,745064.5,1409
140,15,19,4,0,635200,1910
140,20,24,8,6,490667,2337
140,25,29,6,4,348374,2178
140,30,34,6,3,260744.5,2038
140,35,39,8,8,202044.5,1984
140,40,44,11,7,155957.5,1859
140,45,49,13,9,141022,2048
140,50,54,15,10,127719.5,2348
140,55,59,18,18,109307,2583
140,60,64,15,11,88313,2941
140,65,69,14,13,62833,2902
140,70,74,11,11,34590,2174
140,75,79,10,10,17984,1557
140,80,84,6,6,8166,1014
140,85,999,3,3,3339,667
144,0,4,0,0,1620356,2325
144,5,9,0,0,1748449.5,268
144,10,14,1,0,1811674,317
144,15,19,3,1,1713011.5,630
144,20,24,3,0,1576191,1171
144,25,29,15,7,1514246.5,1299
144,30,34,21,9,1446913,1380
144,35,39,30,11,1607980,2358
144,40,44,66,26,1461955.5,3264
144,45,49,119,51,1339454,5111
144,50,54,186,90,1272869,6953
144,55,59,279,136,1221862.5,9628
144,60,64,362,173,1052480,13282
144,65,69,422,206,892152,19213
144,70,74,423,217,642732,22157
144,75,79,321,178,382435,20889
144,80,84,168,101,211924.5,19293
144,85,999,121,78,132978,23893
148,0,4,0,0,3063708.5,78602
148,5,9,0,0,2558461,18981
148,10,14,9,0,2109243,8428
148,15,19,16,13,1708886.5,8020
148,20,24,9,8,1414241,8783
148,25,29,31,27,1158258.5,7913
148,30,34,10,9,922230.5,6934
148,35,39,32,25,752600.5,6401
148,40,44,1,2,651410,6499
148,45,49,35,28,533612,6153
148,50,54,28,21,404959.5,5994
148,55,59,8,6,303787.5,5937
148,60,64,10,8,217290.5,6154
148,65,69,12,9,148562.5,6322
148,70,74,9,7,89145.5,5958
148,75,79,18,15,53443.5,5480
148,80,84,0,0,25834.5,4086
148,85,999,0,0,11191,2939
152,0,4,0,0,1167620,1682
152,5,9,0,0,1228895.5,148
152,10,14,0,0,1187946.5,192
152,15,19,0,0,1259265.5,548
152,20,24,17,3,1463574.5,893
152,25,29,25,8,1603156,1117
152,30,34,27,24,1531998.5,1326
152,35,39,48,26,1401753,1614
152,40,44,110,44,1325776.5,2194
152,45,49,224,82,1276065,3127
152,50,54,372,140,1220141,4472
152,55,59,599,207,1108488.5,6084
152,60,64,833,308,956190,8169
152,65,69,1001,410,780434,10722
152,70,74,989,468,572634.5,12328
152,75,79,887,496,395845.5,13866
152,80,84,737,472,277681,16607
152,85,999,909,642,282020,35007
156,0,4,0,0,85553391,121015
156,5,9,0,0,90280871,24683
156,10,14,148,50,83819593.5,27519
156,15,19,239,87,79582517.5,33056
156,20,24,506,185,84175834,50046
156,25,29,1554,466,106790559.5,80460
156,30,34,4125,1264,118556456.5,97507
156,35,39,6052,1690,102242893.5,99064
156,40,44,10194,2803,94861435,149396
156,45,49,20691,6189,121460377,294618
156,50,54,47598,13762,117373200,477998
156,55,59,57082,17530,87233380,505087
156,60,64,60299,20201,78995382,840381
156,65,69,92532,35490,68858848,1132023
156,70,74,81043,37415,42880446,1200120
156,75,79,59243,35396,27916257,1293467
156,80,84,43466,33503,18501237,1517340
156,85,999,32334,33979,12781352.5,2119462
170,0,4,0,0,3662533.5,10041
170,5,9,0,0,3688616,1126
170,10,14,2,1,3854721,1314
170,15,19,22,8,4193309,4454
170,20,24,75,20,4417169.5,7174
170,25,29,47,59,4398950,7138
170,30,34,74,54,4092636.5,7004
170,35,39,182,84,3743585.5,6979
170,40,44,348,133,3318269.5,7085
170,45,49,548,202,3022142.5,8464
170,50,54,831,318,2941164.5,11526
170,55,59,1200,481,2636046,15790
170,60,64,1447,606,2100878.5,20377
170,65,69,1601,729,1581704,23118
170,70,74,1547,793,1102760,25872
170,75,79,1252,746,730367.5,27147
170,80,84,963,646,433733,33171
170,85,999,1024,760,268820,52722
174,0,4,0,0,112127.5,1498
174,5,9,0,0,103702.5,139
174,10,14,0,0,90185.5,91
174,15,19,0,0,80034,147
174,20,24,0,0,72843.5,173
174,25,29,0,0,62500,154
174,30,34,0,0,54310,154
174,35,39,0,0,46111.5,168
174,40,44,0,0,37623,189
174,45,49,0,0,31792,230
174,50,54,1,1,27434,291
174,55,59,3,2,22226.5,349
174,60,64,3,1,15921,384
174,65,69,4,3,13656.5,515
174,70,74,4,3,9063.5,545
174,75,79,2,2,6964.5,677
174,80,84,0,0,3046.5,450
174,85,999,0,0,1444,349
178,0,4,0,0,840136.5,9095
178,5,9,0,0,814400.5,1218
178,10,14,0,0,678969.5,800
178,15,19,0,0,548255.5,1017
178,20,24,3,3,458803.5,1259
178,25,29,4,2,407896.5,1434
178,30,34,4,2,382280.5,1710
178,35,39,6,4,337606.5,1972
178,40,44,14,9,293972,2230
178,45,49,22,13,236481.5,2373
178,50,54,27,17,188475.5,2564
178,55,59,33,21,139845.5,2585
178,60,64,20,12,97821.5,2600
178,65,69,15,9,63146,2489
178,70,74,10,7,40276,2445
178,75,79,6,5,23610,2200
